ClassId;Dependencies;tryStatement;ifStatement;forStatement;enhancedForStatement/* foreach */;doStatement;whileStatement;switchCase;switchStatement;catchClause;totalBranches;numOfStatements;FieldDeclaration;synchronizedStatement;methodDeclaration;privateMethod;publicMethod;staticMethod;anonymousClassDeclaration;nbMemberClasses;nbStringParams;nbPrimitiveParams;nbOtherTypesParams;nbOtherTypesParamsLibrary;parameterizedTypeParam;arrayTypeParam;javaImports;trowStatement;NestedBlocks;MaxDepth
org.openmrs.api.DuplicateConceptNameException;0;0;0;0;0;0;0;0;0;0;0;2;1;0;2;0;2;0;0;0;1;0;0;0;0;0;12;0;0;0;
org.openmrs.util.HttpClient;2;3;3;0;1;0;1;0;0;3;8;31;2;0;3;0;3;0;0;0;1;0;2;1;1;0;9;0;3;2;
org.openmrs.report.ReportSchemaXml;6;0;2;0;0;0;0;0;0;0;2;22;5;0;15;0;15;0;0;0;3;0;5;3;0;0;4;0;1;2;
org.openmrs.util.MemoryLeakUtil;0;3;5;0;0;0;0;0;0;6;11;30;1;0;3;0;3;3;0;0;0;0;0;0;0;0;8;0;0;1;
org.openmrs.api.db.hibernate.HibernateActiveListDAO;91;0;0;0;0;0;0;0;0;0;0;14;1;0;7;0;7;0;0;0;1;0;10;4;2;0;10;0;0;0;
org.openmrs.module.OpenmrsCoreModuleException;1;0;0;0;1;0;0;0;0;0;1;10;2;0;4;1;3;1;0;0;1;0;2;2;2;0;2;0;0;1;
org.openmrs.validator.PatientValidator;3;0;7;0;2;0;0;0;0;0;9;18;2;0;2;0;2;0;0;0;0;0;3;3;0;0;14;0;2;3;
org.openmrs.scheduler.TaskFactory;50;1;3;0;0;0;0;0;0;2;5;13;2;0;3;1;2;1;0;0;0;0;1;0;0;0;4;2;2;2;
org.openmrs.report.RowPerProgramEnrollmentDataSet;75;0;0;0;0;0;0;0;0;0;0;17;4;0;12;0;12;0;0;1;0;0;4;2;2;0;7;0;0;0;
org.openmrs.reporting.DrugOrderStopFilter;73;0;19;3;3;0;0;0;0;0;25;86;11;0;27;0;27;0;0;0;0;0;12;11;3;0;12;0;6;5;
org.openmrs.reporting.CompoundPatientFilter;73;0;4;1;4;0;0;0;0;0;9;32;3;0;10;0;10;0;0;0;0;0;8;2;2;0;9;0;3;3;
org.openmrs.reporting.Report;47;0;0;0;0;0;0;0;0;0;0;22;11;0;23;0;23;0;0;0;3;0;8;5;0;0;2;0;0;0;
org.openmrs.reporting.CohortFilter;71;0;3;0;0;0;0;0;0;0;3;13;1;0;8;0;8;0;0;0;0;0;4;0;0;0;2;0;0;1;
org.openmrs.report.RowPerObsDataSet;75;0;3;0;0;0;0;0;0;0;3;22;4;0;12;0;12;0;0;1;0;0;4;2;2;0;7;0;0;1;
org.openmrs.module.MandatoryModuleException;1;0;0;0;0;0;0;0;0;0;0;6;2;0;4;0;4;0;0;0;3;0;1;1;1;0;2;0;0;0;
org.openmrs.reporting.export.SimpleColumn;0;0;0;0;0;0;0;0;0;0;0;10;4;0;10;0;10;0;0;0;5;0;0;0;0;0;1;0;0;0;
org.openmrs.api.APIException;1;0;0;0;0;0;0;0;0;0;0;3;1;0;4;0;4;0;0;0;2;0;2;2;0;0;0;0;0;0;
org.openmrs.validator.ConceptReferenceTermValidator;3;0;14;0;1;0;0;0;0;0;15;32;0;0;2;0;2;0;0;0;0;0;3;3;0;0;12;2;2;5;
org.openmrs.util.OpenmrsClassLoader;7;19;59;7;11;0;5;0;0;19;101;245;7;1;29;4;22;14;2;2;10;1;12;12;2;0;35;3;19;6;
org.openmrs.report.Parameter;2;0;0;0;0;0;0;0;0;0;0;14;5;0;11;0;11;0;0;0;4;0;4;4;2;0;4;0;0;0;
org.openmrs.reporting.ReportObjectFactory;98;5;20;1;6;0;0;0;0;6;33;79;4;0;16;1;15;4;0;0;8;0;7;5;4;0;11;1;10;4;
org.openmrs.validator.DrugOrderValidator;93;0;20;0;0;0;0;0;0;0;20;44;1;0;6;4;2;0;0;0;0;0;10;7;0;0;16;0;5;3;
org.openmrs.aop.LoggingAdvice;1;1;15;1;1;0;0;0;0;1;18;40;2;0;1;0;1;0;0;0;0;0;1;1;0;0;11;1;4;4;
org.openmrs.validator.PersonAddressValidator;3;0;7;0;0;0;0;0;0;0;7;16;1;0;2;0;2;0;0;0;0;0;3;3;0;0;9;1;1;3;
org.openmrs.util.VelocityExceptionHandler;2;0;1;0;0;0;0;0;0;0;1;4;1;0;1;0;1;0;0;0;1;0;2;2;0;0;3;1;0;1;
org.openmrs.api.handler.EncounterSaveHandler;87;1;1;0;1;0;0;0;0;1;3;5;1;0;1;0;1;0;0;0;1;0;3;1;0;0;8;0;1;2;
org.openmrs.validator.PatientProgramValidator;3;0;26;0;3;0;0;0;0;0;29;68;1;0;2;0;2;0;0;0;0;0;3;3;0;0;15;1;1;8;
org.openmrs.api.db.hibernate.PersonSearchCriteria;3;0;2;0;0;0;0;0;0;0;2;12;0;0;7;0;0;0;0;0;4;0;6;6;0;0;5;0;0;1;
org.openmrs.util.databasechange.MigrateConceptReferenceTermChangeSet;4;4;11;0;0;0;2;0;0;4;17;78;2;0;7;1;5;0;0;0;1;0;5;5;1;0;18;3;5;3;
org.openmrs.util.NaturalStrings;1;0;29;0;0;4;3;0;0;0;36;96;2;0;13;2;11;9;3;0;16;1;3;3;0;0;2;1;1;7;
org.openmrs.reporting.PatientSearchReportObject;81;0;0;0;0;0;0;0;0;0;0;7;1;0;4;0;4;0;0;0;1;0;2;0;0;0;1;0;0;0;
org.openmrs.logic.op.After;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;13;0;0;0;
org.openmrs.module.ModuleException;1;0;0;0;0;0;0;0;0;0;0;4;1;0;4;0;4;0;0;0;6;0;2;2;0;0;0;0;0;0;
org.openmrs.util.databasechange.MoveDeletedHL7sChangeSet;2;1;2;0;0;0;1;0;0;2;5;28;1;0;5;0;5;0;0;0;0;0;3;3;0;0;15;2;0;1;
org.openmrs.api.impl.ProgramWorkflowServiceImpl;81;0;40;0;27;0;0;0;0;0;67;203;2;0;71;0;71;0;0;0;15;6;82;22;1;0;25;16;15;4;
org.openmrs.api.impl.OrderServiceImpl;94;1;75;0;4;0;2;0;0;1;82;247;4;0;63;10;53;0;0;0;17;8;59;12;0;0;41;32;13;7;
org.openmrs.util.InsertedOrderComparator;0;0;2;0;0;0;0;0;0;0;2;7;1;0;1;0;1;0;0;0;2;0;0;0;0;0;3;0;0;1;
org.openmrs.validator.OrderTypeValidator;3;0;7;0;2;0;0;0;0;0;9;18;1;0;2;0;2;0;0;0;0;0;3;3;0;0;10;1;1;5;
org.openmrs.reporting.SearchArgument;1;0;0;0;0;0;0;0;0;0;0;11;3;0;9;0;9;0;0;0;4;0;2;2;0;0;2;0;0;0;
org.openmrs.reporting.CountAggregator;7;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;
org.openmrs.Privilege;1;0;0;0;0;0;0;0;0;0;0;9;2;0;9;0;9;0;0;0;4;0;1;1;0;0;0;2;0;0;
org.openmrs.FormResource;59;0;2;0;0;0;0;0;0;0;2;34;10;0;24;0;24;0;0;0;6;0;5;2;0;0;5;1;0;1;
org.openmrs.Location;5;3;20;0;3;0;2;0;0;3;28;108;19;0;60;0;60;1;0;0;20;2;12;5;2;0;7;2;4;4;
org.openmrs.scheduler.tasks.CheckInternetConnectivityTask;0;2;1;0;0;0;0;0;0;2;3;7;1;0;1;0;1;0;0;0;0;0;0;0;0;0;11;0;1;2;
org.openmrs.api.handler.BaseVoidHandler;48;0;3;0;0;0;0;0;0;0;3;7;0;0;1;0;1;0;0;0;1;0;3;1;0;0;5;0;1;2;
org.openmrs.api.db.hibernate.ImmutableEntityInterceptor;5;0;9;1;0;0;0;0;0;0;10;22;1;0;4;0;1;0;0;0;0;0;6;6;0;4;13;1;1;4;
org.openmrs.hl7.handler.ORUR01Handler;101;15;102;6;6;0;0;0;0;17;131;368;2;0;35;30;3;0;0;0;9;6;41;34;0;0;74;25;14;9;
org.openmrs.validator.RoleValidator;3;0;2;0;0;0;0;0;0;0;2;6;1;0;2;0;2;0;0;0;0;0;3;3;0;0;7;0;1;2;
org.openmrs.api.handler.PersonNameSaveHandler;47;0;4;0;0;0;0;0;0;0;4;8;0;0;1;0;1;0;0;0;1;0;3;1;0;0;4;0;0;1;
org.openmrs.attribute.BaseAttribute;4;0;6;0;0;0;0;0;0;0;6;25;5;0;11;0;11;0;0;0;1;0;4;0;0;0;12;1;0;1;
org.openmrs.validator.UserValidator;3;2;12;0;0;0;0;0;0;1;13;33;2;0;4;0;4;0;0;0;2;0;3;3;0;0;15;0;1;3;
org.openmrs.propertyeditor.ConceptMapTypeEditor;0;1;2;0;0;0;0;0;0;1;3;9;1;0;3;0;3;0;0;0;1;0;0;0;0;0;6;1;1;2;
org.openmrs.report.impl.DataSetServiceImpl;74;0;4;0;3;0;0;0;0;0;7;18;2;0;8;0;8;0;0;0;0;0;7;1;1;0;12;1;2;2;
org.openmrs.propertyeditor.ConceptEditor;0;1;3;0;0;0;0;0;0;1;4;11;1;0;3;0;3;0;0;0;1;0;0;0;0;0;7;1;1;3;
org.openmrs.logic.op.NotExists;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
org.openmrs.Concept;47;3;136;1;30;0;0;0;0;3;170;427;21;0;102;3;99;0;0;0;10;5;60;36;5;0;36;6;41;6;
org.openmrs.scheduler.Schedule;3;0;0;0;0;0;0;0;0;0;0;22;16;0;17;0;17;0;0;0;5;3;5;5;0;0;3;0;0;0;
org.openmrs.logic.op.And;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;
org.openmrs.validator.ImplementationIdValidator;3;0;2;0;0;0;0;0;0;0;2;8;1;0;2;0;2;0;0;0;0;0;3;3;1;0;8;0;1;2;
org.openmrs.api.context.ServiceContext;39;7;35;0;7;0;2;0;0;7;51;200;10;5;88;9;79;3;1;0;3;2;54;24;5;0;49;5;8;3;
org.openmrs.notification.Alert;51;0;6;0;2;0;0;0;0;0;8;48;12;0;34;0;34;0;0;0;3;0;17;10;2;0;9;0;2;3;
org.openmrs.ConceptClass;1;0;0;0;0;0;0;0;0;0;0;5;19;0;6;0;6;0;0;0;0;0;3;3;0;0;4;0;0;0;
org.openmrs.reporting.PatientSearch;81;2;52;1;10;0;1;0;0;2;66;205;14;0;45;5;40;7;0;0;7;5;24;15;7;1;27;6;12;7;
org.openmrs.validator.EncounterTypeValidator;3;0;4;0;0;0;0;0;0;0;4;8;1;0;2;0;2;0;0;0;0;0;3;3;0;0;9;0;1;4;
org.openmrs.messagesource.PresentationMessageMap;4;0;1;0;1;0;0;0;0;0;2;16;2;0;13;0;13;0;0;0;1;0;7;6;1;0;5;0;0;1;
org.openmrs.arden.Conclude;1;1;1;0;0;0;0;0;0;1;2;9;1;0;3;0;3;0;0;0;0;1;1;1;0;0;1;0;0;1;
org.openmrs.report.impl.TsvReportRenderer;6;0;1;0;0;0;0;0;0;0;1;11;0;0;10;0;10;0;0;0;2;0;2;0;0;0;1;0;0;1;
org.openmrs.arden.compiled.HiRiskLeadScreen;60;0;14;0;1;0;1;0;0;0;16;77;6;0;11;4;7;0;0;0;0;0;2;0;0;0;9;0;4;4;
org.openmrs.api.db.hibernate.HibernateTemplateDAO;4;0;1;0;0;0;0;0;0;0;1;13;2;0;8;0;8;0;0;0;1;0;5;2;0;0;7;0;0;1;
org.openmrs.api.OrderContext;8;0;1;0;0;0;0;0;0;0;1;12;3;0;10;0;10;0;0;0;3;0;4;2;1;0;24;0;0;1;
org.openmrs.arden.MLMObjectElement;1;0;13;0;0;0;0;0;0;0;13;47;10;0;12;3;9;0;0;0;8;2;1;1;0;0;1;0;3;3;
org.openmrs.api.handler.RequireVoidReasonSaveHandler;48;0;1;0;0;0;0;0;0;0;1;2;0;0;1;0;1;0;0;0;1;0;3;1;0;0;9;1;0;1;
org.openmrs.PersonAttribute;47;3;10;0;1;0;0;0;0;5;16;65;6;0;20;0;19;0;0;0;3;0;9;3;0;0;12;0;3;2;
org.openmrs.hl7.HL7InArchive;4;0;0;0;0;0;0;0;0;0;0;12;3;0;10;0;10;0;0;0;0;2;3;2;0;0;0;0;0;0;
org.openmrs.reporting.export.CalculatedColumn;0;0;0;0;0;0;0;0;0;0;0;4;1;0;2;0;2;0;0;0;2;0;0;0;0;0;1;0;0;0;
org.openmrs.BaseOpenmrsMetadata;47;0;0;0;0;0;0;0;0;0;0;21;10;0;22;0;22;0;0;0;3;0;7;4;0;0;5;0;0;0;
org.openmrs.propertyeditor.ConceptReferenceTermEditor;0;1;2;0;0;0;0;0;0;1;3;9;1;0;3;0;3;0;0;0;1;0;0;0;0;0;6;1;1;2;
org.openmrs.logic.op.LessThan;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
org.openmrs.Person;47;0;48;0;14;0;0;0;0;0;62;210;23;0;74;1;73;0;0;0;4;2;33;20;4;0;18;0;14;5;
org.openmrs.validator.PatientIdentifierTypeValidator;3;0;2;0;0;0;0;0;0;0;2;7;1;0;2;0;2;0;0;0;0;0;3;3;0;0;9;0;1;2;
org.openmrs.reporting.SimpleColumnClassifier;2;0;0;0;0;0;0;0;0;0;0;3;2;0;2;0;2;0;0;0;2;0;1;0;0;0;0;0;0;0;
org.openmrs.propertyeditor.ConceptClassEditor;0;1;3;0;0;0;0;0;0;1;4;11;1;0;3;0;3;0;0;0;1;0;0;0;0;0;7;1;1;3;
org.openmrs.propertyeditor.ProviderEditor;0;1;3;0;0;0;0;0;0;1;4;11;1;0;3;0;3;0;0;0;1;0;0;0;0;0;7;1;1;3;
org.openmrs.api.db.hibernate.HibernateOpenmrsDataDAO;2;0;3;0;0;0;0;0;0;0;3;13;0;0;4;0;4;0;0;0;0;3;3;3;1;0;6;0;0;1;
org.openmrs.api.context.Daemon;67;9;9;0;0;0;0;0;0;7;16;67;4;0;15;0;15;9;5;1;0;1;11;4;0;0;12;8;2;2;
org.openmrs.ConceptNumeric;47;0;0;0;5;0;0;0;0;0;5;60;10;0;26;0;26;0;0;0;1;0;11;10;0;0;4;0;0;1;
org.openmrs.validator.RelationshipTypeValidator;3;0;2;0;0;0;0;0;0;0;2;7;1;0;2;0;2;0;0;0;0;0;3;3;0;0;9;0;1;2;
org.openmrs.customdatatype.datatype.RegexValidatedTextDatatype;0;0;1;0;0;0;0;0;0;0;1;5;1;0;4;0;4;0;0;0;4;0;0;0;0;0;4;1;0;1;
org.openmrs.scheduler.tasks.TestTask;50;0;2;0;0;0;0;0;0;0;2;12;2;0;4;0;4;1;0;0;0;1;1;0;0;0;5;1;0;1;
org.openmrs.FormField;57;0;22;0;0;0;0;0;0;0;22;67;12;0;29;0;29;0;0;0;1;0;13;9;0;0;0;0;5;2;
org.openmrs.validator.ObsValidator;90;0;39;0;1;0;0;0;0;0;40;79;1;0;3;1;2;0;0;0;0;1;6;5;1;0;10;0;4;10;
org.openmrs.validator.ReportObjectValidator;3;0;1;0;0;0;0;0;0;0;1;6;1;0;2;0;2;0;0;0;0;0;3;3;0;0;7;0;0;1;
org.openmrs.notification.impl.MessageServiceImpl;54;2;2;0;1;0;0;0;0;2;5;60;4;0;34;0;34;0;0;0;38;0;28;7;2;0;18;2;1;2;
org.openmrs.report.impl.ReportServiceImpl;81;6;7;0;5;0;1;0;0;6;19;72;3;0;27;0;27;0;0;0;3;0;20;7;4;0;33;7;3;3;
org.openmrs.annotation.OpenmrsProfileExcludeFilter;3;0;6;0;2;0;0;0;0;0;8;16;0;0;2;0;2;0;0;0;0;0;3;3;1;0;46;0;1;4;
org.openmrs.PatientProgram;66;0;17;0;5;0;0;0;0;0;22;94;9;0;33;1;31;0;0;0;1;1;20;10;1;0;9;4;5;2;
org.openmrs.report.CohortDataSetDefinition;3;0;2;1;1;0;0;0;0;0;4;25;4;0;14;0;14;0;0;0;7;0;4;2;2;0;10;0;1;2;
org.openmrs.util.LocationUtility;8;0;1;0;0;0;0;0;0;0;1;8;2;0;6;0;6;3;0;0;2;0;2;0;0;0;6;0;0;1;
org.openmrs.LocationAttribute;5;0;0;0;0;0;0;0;0;0;0;6;1;0;6;0;6;0;0;0;0;0;3;2;0;0;2;0;0;0;
org.openmrs.BaseCustomizableData;3;0;11;0;3;0;0;0;0;0;14;33;1;0;6;0;6;0;0;0;0;0;4;1;1;0;8;0;3;4;
org.openmrs.ConceptDatatype;1;0;0;0;0;0;0;0;0;0;0;19;23;0;20;0;20;0;0;0;1;0;3;3;0;0;4;0;0;0;
org.openmrs.report.ParameterException;0;0;0;0;0;0;0;0;0;0;0;2;1;0;2;0;2;0;0;0;1;0;0;0;0;0;1;0;0;0;
org.openmrs.notification.mail.MailMessageSender;4;1;4;0;0;0;0;0;0;1;5;24;2;0;6;1;5;0;0;0;0;0;5;2;0;0;13;2;0;1;
org.openmrs.validator.BaseAttributeTypeValidator;2;2;10;0;0;0;0;0;0;2;12;23;1;0;1;0;1;0;0;0;0;0;2;2;0;0;12;0;1;4;
org.openmrs.logic.LogicTransform;3;0;9;0;0;0;0;0;0;0;9;33;3;0;11;1;10;0;0;0;1;0;7;5;0;0;20;0;0;1;
org.openmrs.api.db.hibernate.DbSessionFactory;1;0;0;0;0;0;0;0;0;0;0;3;1;0;3;0;3;0;0;0;0;0;1;1;0;0;1;0;0;0;
org.openmrs.propertyeditor.EncounterTypeEditor;0;1;3;0;0;0;0;0;0;1;4;11;1;0;3;0;3;0;0;0;1;0;0;0;0;0;7;1;1;3;
org.openmrs.reporting.export.CohortColumn;1;0;10;0;0;0;0;0;0;0;10;40;8;0;18;0;18;0;0;0;7;0;6;6;0;0;3;0;2;3;
org.openmrs.Relationship;49;0;0;0;0;0;0;0;0;0;0;31;7;0;21;0;20;0;0;0;0;0;12;5;0;0;1;0;0;0;
org.openmrs.DrugReferenceMap;47;0;0;0;0;0;0;0;0;0;0;20;9;0;20;0;20;0;0;0;0;0;11;4;0;0;5;0;0;0;
org.openmrs.util.OpenmrsUtil;142;43;231;5;24;1;4;21;1;47;333;875;3;0;90;2;88;90;0;0;39;0;96;74;11;2;120;23;50;20;
org.openmrs.reporting.TableGroupAndAggregate;8;0;2;0;1;0;0;0;0;0;3;15;4;0;2;0;2;0;0;0;2;0;3;0;0;0;1;0;0;1;
org.openmrs.api.impl.LocationServiceImpl;11;0;15;0;4;0;0;0;0;0;19;87;1;0;41;0;41;0;0;0;17;5;27;11;3;0;19;4;4;4;
org.openmrs.module.ModuleFactory;31;29;93;0;33;0;0;0;0;27;153;432;9;2;61;17;43;59;2;0;16;5;39;9;2;0;46;12;23;5;
org.openmrs.reporting.ReportObjectList;2;0;0;0;0;0;0;0;0;0;0;6;1;0;5;0;5;0;0;0;0;0;2;2;2;0;3;0;0;0;
org.openmrs.api.impl.PatientSetServiceImpl;102;0;26;0;8;0;0;0;0;0;34;125;2;0;59;1;58;0;0;0;15;5;139;74;19;0;42;2;4;5;
org.openmrs.ConceptReferenceTermMap;47;0;4;0;0;0;0;0;0;0;4;23;4;0;14;0;14;0;0;0;0;0;8;4;0;0;1;0;0;1;
org.openmrs.annotation.OpenmrsProfileIncludeFilter;2;0;1;0;0;0;0;0;0;0;1;3;1;0;1;0;1;0;0;0;0;0;2;2;0;0;5;0;0;1;
org.openmrs.ConceptSet;48;0;3;0;0;0;0;0;0;0;3;25;7;0;21;0;21;0;0;0;0;0;12;6;0;0;4;0;0;1;
org.openmrs.report.CohortDataSet;74;0;0;0;0;0;0;0;0;0;0;11;4;0;11;0;11;0;0;0;1;0;3;1;1;0;5;0;0;0;
org.openmrs.reporting.CachingPatientFilter;71;0;6;0;0;0;0;0;0;0;6;16;1;0;6;1;5;0;0;0;0;0;6;0;0;0;5;0;3;2;
org.openmrs.api.impl.PersonNameGlobalPropertyListener;4;0;0;0;0;0;0;0;0;0;0;2;0;0;3;0;3;0;0;0;2;0;1;0;0;0;4;0;0;0;
org.openmrs.api.handler.ConceptNameSaveHandler;47;0;4;0;0;0;1;0;0;0;5;8;0;0;1;0;1;0;0;0;1;0;3;1;0;0;10;0;1;4;
org.openmrs.collection.ListPart;4;0;0;0;0;0;0;0;0;0;0;5;1;0;4;0;4;1;0;0;0;0;10;10;2;0;2;0;0;0;
org.openmrs.arden.ArdenBaseTreeParser;68;35;193;0;0;16;0;540;51;35;784;2538;13;0;48;12;36;12;0;0;20;0;69;37;0;0;31;71;64;11;
org.openmrs.notification.db.hibernate.HibernateAlertDAO;52;0;4;0;0;0;0;0;0;0;4;20;2;0;7;0;7;0;0;0;0;3;5;2;0;0;17;0;0;1;
org.openmrs.validator.PersonAttributeTypeValidator;3;0;1;0;0;0;0;0;0;0;1;5;0;0;2;0;2;0;0;0;0;0;3;3;0;0;7;0;0;1;
org.openmrs.scheduler.tasks.TaskThreadedInitializationWrapper;50;2;0;0;0;0;1;0;0;1;2;19;5;0;7;0;7;0;1;0;0;0;2;0;0;0;7;0;0;1;
org.openmrs.PersonName;47;0;46;0;0;0;0;0;0;0;46;139;14;0;43;0;43;3;0;0;13;0;11;6;0;0;16;1;1;2;
org.openmrs.logic.op.In;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
org.openmrs.Role;5;0;17;0;4;0;0;0;0;0;21;70;6;0;25;1;24;0;0;0;6;0;9;7;6;0;7;2;4;3;
org.openmrs.api.handler.ConceptSaveHandler;47;0;5;0;5;0;0;0;0;0;10;15;0;0;1;0;1;0;0;0;1;0;3;1;0;0;10;0;5;2;
